Facility ID,Name,Address,City,County,State,Zip Code,Latitude,Longitude,Coordinate Source,Address Match Type,Open USTs,Closed USTs,Temporarily Out of Service USTs,Facility Status,Land Use,Estimated Population within 1500ft,Estimated Private Domestic Wells wihtin 1500ft,Within Source Water Protection Area (SPA),SPA Public Water System and Facility ID,SPA Water Type,SPA Facility Type,SPA HUC12,Within Groundwater Wellhead Protection Area (WHPA),WHPA Public Water System and Facility ID,WHPA Water Type,WHPA Facility Type,WHPA HUC12,Within 100-year Floodplain,Date_of_Last_Inspection,EPA Region,Tribe,x,y
GA4030004,BACON COUNTY HIGH SCHOOL,601 NORTH PIERCE ST,ALMA,,Georgia,31510,31.54524254,-82.4615312,Geocode,PointAddress,0,2,0,Closed UST(s),"Developed, Medium Intensity",508,0,No,,,,,Yes,GA0050000_4086,GW,WL,030702011001,No,,4,,-82.4615312,31.54524254000006
GA9047067,PLANTATION SVCS,2200 WESTTOWN RD,ALBANY,,Georgia,31708,31.54538943,-84.18862339,Geocode,StreetAddress,0,3,0,Closed UST(s),"Developed, Open Space",195,16,No,,,,,Yes,GA0950000_5891,GW,WL,031300080102,No,,4,,-84.18862339,31.545389430000057
GA7000017,BUSHWELL GROCERY,HWY 32 WEST,DOUGLAS,,Georgia,31533,31.54554589,-82.93415077,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.93415077,31.545545890000028
GA9034034,DATA TRANSMISSION/DOUGLAS PAGING,HWY 32 W,DOUGLAS,,Georgia,31533,31.54554589,-82.93415077,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.93415077,31.545545890000028
GA470025,CAROLINA FREIGHT CARRIERS CORP,2210 NEWTON RD,ALBANY,,Georgia,31706,31.54610546,-84.1769205,Geocode,StreetAddress,0,3,0,Closed UST(s),"Developed, Medium Intensity",373,19,No,,,,,Yes,GA0950000_5891,GW,WL,031300080102,No,,4,,-84.1769205,31.546105460000035
GA470123,FLINTSIDE GROCERY,2202 MLK  JR DR,ALBANY,,Georgia,31701,31.54621475,-84.15517925,Geocode,PointAddress,0,2,0,Closed UST(s),"Developed, Open Space",699,0,No,,,,,Yes,GA0950000_5891,GW,WL,031300080102,No,,4,,-84.15517925,31.546214750000047
GA4030024,MURPHYS GAS & GROCERY,US HWY 1 NORTH/5 MILES,ALMA,,Georgia,31510,31.546296,-82.4615415,Geocode,StreetInt,0,2,0,Closed UST(s),"Developed, Medium Intensity",452,0,No,,,,,Yes,GA0050000_4086,GW,WL,030702011001,No,,4,,-82.4615415,31.54629600000004
GA9047214,ALBANY AIR CENTER,3905 HIGHWAY 91 S,ALBANY,,Georgia,31707,31.54716122,-84.17645236,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.17645236,31.547161220000078
GA470329,FORMER EVERSON GAS UP,1709 RADIUM SPRINGS RD,ALBANY,,Georgia,31705,31.54718836,-84.13687275,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Low Intensity",300,1,No,,,,,Yes,GA0950000_5889,GW,WL,031300080102,No,,4,,-84.13687275,31.547188360000064
GA9047023,GA DEPT OF ADMINISTRATIVE SVCS,105 PATROL DR,ALBANY,,Georgia,31705,31.54754952,-84.13584266,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",411,1,No,,,,,Yes,GA0950000_5889,GW,WL,031300080102,No,,4,,-84.13584266,31.547549520000075
GA470241,SUWANNEE SWIFTY #143,1614 RADIUM SPRINGS RD,ALBANY,,Georgia,31792,31.5478647,-84.13682925,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Medium Intensity",346,1,No,,,,,Yes,GA0950000_5889,GW,WL,031300080102,No,,4,,-84.13682925,31.547864700000048
GA9003032,THE EASY,902 N PIERCE ST,ALMA,,Georgia,31510,31.54803948,-82.46220912,Geocode,PointAddress,2,0,0,Open UST(s),"Developed, Medium Intensity",273,0,No,,,,,Yes,GA0050000_4086,GW,WL,030702011001,No,,4,,-82.46220912,31.548039480000057
GA470095,TRANSUS INC/ALBANY GA TERMINAL,2202 NEWTON RD,ALBANY,,Georgia,31707,31.54811905,-84.17556762,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",361,23,No,,,,,Yes,GA0950000_5891,GW,WL,031300080102,No,,4,,-84.17556762,31.548119050000025
GA470339,BERRY SVC STA,2104 MLK JR DRIVE,ALBANY,,Georgia,31707,31.548771,-84.15514454,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",906,0,No,,,,,Yes,GA0950000_5891,GW,WL,031300080102,No,,4,,-84.15514454,31.548771000000045
GA9047212,ALBANY BEVERAGE CO,1208 MOULTRIE RD,ALBANY,,Georgia,31705,31.54883295,-84.11994653,Geocode,PointAddress,2,0,0,Open UST(s),"Developed, Low Intensity",411,6,No,,,,,Yes,GA0950066_23128,GW,WL,031300080101,No,,4,,-84.11994653,31.548832950000076
GA9098029,PINE HARBOR MARINA,RTE 3 BOX 3196 PINE HARBOR MARIN,TOWNSEND,,Georgia,31331,31.54894415,-81.38551221,Geocode,StreetAddress,1,1,0,Open UST(s),Non-Developed,6,2,No,,,,,Yes,GA1910067_8067,GW,WL,030602040701,No,,4,,-81.38551221,31.548944150000068
GA470021,OAKRIDGE DR SELF SERVE,1002 WEST OAKRIDGE DR,ALBANY,,Georgia,31701,31.54903647,-84.17611316,Geocode,PointAddress,4,0,0,Open UST(s),"Developed, Medium Intensity",146,9,No,,,,,Yes,GA0950000_5891,GW,WL,031300080102,No,,4,,-84.17611316,31.549036470000033
GA470328,FLEET TRANSPORT CO,2200 NEWTON RD,ALBANY,,Georgia,31707,31.5490581,-84.17473961,Geocode,PointAddress,0,2,0,Closed UST(s),"Developed, Medium Intensity",343,23,No,,,,,Yes,GA0950000_5891,GW,WL,031300080102,No,,4,,-84.17473961,31.549058100000025
GA10001842,SS107W (SOUTH HAMPTON PLANTATION WELL),93 CLUBHOUSE RD,ST SIMONS,,Georgia,31522,31.27495856,-81.34749188,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Open Space",31,13,No,,,,,Yes,GA1270001_21341,GW,WL,030701060504,Yes,,4,,-81.34749188,31.274958560000073
GA350081,HILLTOP GROCERY,2219 HWY 111,MOULTRIE,,Georgia,31768,31.15000206,-83.86657833,Geocode,PointAddress,0,3,2,Open UST(s),Non-Developed,89,23,No,,,,,No,,,,,No,,4,,-83.86657833,31.150002060000077
GA9063166,C&S SEAFOODS INC,INTERSECTION OF L STREET & US17/,BRUNSWICK,,Georgia,31521,31.15003,-81.49242,Geocode,Postal,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.49242,31.150030000000072
GA9063042,GA DEPT OF NAT RES/GAME & FISH,1200 GLYNN AVE,BRUNSWICK,,Georgia,31523,31.1501194,-81.47696025,Geocode,PointAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",85,0,No,,,,,Yes,GA1270000_6502,GW,WL,030702030203,Yes,,4,,-81.47696025,31.15011940000005
GA9063133,DAN VADEN CHEVROLET,1004 GLOUCESTER STREET,BRUNSWICK,,Georgia,31520,31.15021814,-81.49100293,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, High Intensity",755,1,No,,,,,No,,,,,No,,4,,-81.49100293,31.15021814000005
GA630153,MILLER FUNERAL HOME,1107 GLOUCESTER ST.,BRUNSWICK,,Georgia,31520,31.15039876,-81.49051045,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, High Intensity",837,1,No,,,,,No,,,,,No,,4,,-81.49051045,31.15039876000003
GA9063049,AMOCO STATION (FORMER),1200 GLOUCESTER ST,BRUNSWICK,,Georgia,31520,31.15047224,-81.49008383,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, High Intensity",878,1,No,,,,,No,,,,,No,,4,,-81.49008383,31.150472240000056
GA350002,LAVON HALL RESIDENCE,296 THOMPSON TOWN RD,COLQUITT,,Georgia,39837,31.15049194,-84.70582119,Geocode,PointAddress,0,0,1,Open UST(s),Non-Developed,10,3,No,,,,,No,,,,,No,,4,,-84.70582119,31.15049194000005
GA9063137,BRUNSWICK FIRE DEPT,1201 GLOUCESTER STREET,BRUNSWICK,,Georgia,31520,31.15050579,-81.49016017,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, High Intensity",874,1,No,,,,,No,,,,,No,,4,,-81.49016017,31.150505790000068
GA350109,ZIPPY MART GA-547,1912 SOUTH MAIN ST,MOULTRIE,,Georgia,31768,31.15090687,-83.78905174,Geocode,PointAddress,0,2,0,Closed UST(s),"Developed, Medium Intensity",257,7,No,,,,,No,,,,,No,,4,,-83.78905174,31.15090687000003
GA630050,DISCOUNT STOP #5,1409 GLOUCESTER ST,BRUNSWICK,,Georgia,31520,31.15096568,-81.48846867,Geocode,PointAddress,5,1,0,Open UST(s),"Developed, Low Intensity",960,1,No,,,,,No,,,,,No,,4,,-81.48846867,31.15096568000007
GA1000021,FARMERS FERT & MILLING CO INC,HWY 91 E PO BOX 265,COLQUITT,,Georgia,39837,31.15112216,-84.79844255,Geocode,StreetName,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.79844255,31.151122160000057
GA9063056,H&H SVC STA/OLD VACANT SERVICE S,1503 GLOUCESTER ST,BRUNSWICK,,Georgia,31520,31.15119692,-81.48762977,Geocode,PointAddress,0,5,0,Closed UST(s),"Developed, Medium Intensity",1012,1,No,,,,,No,,,,,No,,4,,-81.48762977,31.151196920000075
GA630172,CITY MARKET INC,1508 GLOUCESTER ST.,BRUNSWICK,,Georgia,31520,31.1512181,-81.48729425,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, High Intensity",1027,1,No,,,,,No,,,,,No,,4,,-81.48729425,31.15121810000005
GA9035037,SHELL FOOD MART,1900 S MAIN STREET,MOULTRIE,,Georgia,31768,31.15158249,-83.78935168,Geocode,PointAddress,2,0,0,Open UST(s),"Developed, Open Space",254,6,No,,,,,No,,,,,No,,4,,-83.78935168,31.151582490000067
GA10000833,FORMER MCCLENDON MEAT CO,1192 HIGHWAY 91 SOUTH,COLQUITT,,Georgia,39837,31.15177145,-84.79727414,Geocode,StreetAddress,0,2,0,Closed UST(s),Non-Developed,25,11,No,,,,,No,,,,,No,,4,,-84.79727414,31.15177145000007
GA9063153,BRUNSWICK LANDING MARINA,1701 NEWCASTLE ST,BRUNSWICK,,Georgia,31520,31.15179083,-81.49638765,Geocode,StreetAddress,2,0,0,Open UST(s),"Developed, Medium Intensity",614,0,No,,,,,No,,,,,No,,4,,-81.49638765,31.15179083000004
GA630107,OLD FLASH FOODS #88,1909 GLOUCESTER ST,BRUNSWICK,,Georgia,31523,31.15220378,-81.48380864,Geocode,PointAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",872,0,No,,,,,Yes,GA1270000_6502,GW,WL,030702030203,No,,4,,-81.48380864,31.152203780000036
GA470263,STITH EQUIPMENT CO,2615 OAKRIDGE DR,ALBANY,,Georgia,31707,31.54905904,-84.24895981,Geocode,StreetAddress,0,2,0,Closed UST(s),Non-Developed,17,6,No,,,,,No,,,,,No,,4,,-84.24895981,31.54905904000003
GA9002001,SUNNY FOOD MART,INTERSECTION HWY 82 E & CO RD 48,AXSON,,Georgia,31624,31.27541,-82.72979,Geocode,Postal,3,0,0,Open UST(s),,,,,,,,,,,,,,,,4,,-82.72979,31.27541000000008
GA9010011,BERRIEN COUNTY HOSPITAL,1221 E MCPHERSON AVE,NASHVILLE,,Georgia,31639,31.20363306,-83.23842055,Geocode,PointAddress,1,0,0,Open UST(s),"Developed, Low Intensity",399,40,No,,,,,Yes,GA0190002_4205,GW,WL,031102030104,No,,4,,-83.23842055,31.203633060000072
GA9049034,NELSON HATTAWAY FARMS,RT 5,BLAKELY,,Georgia,39823,31.27681501,-85.077293,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-85.077293,31.276815010000064
GA10001369,CITY OF BRUNSWICK,1430 LANIER BOULEVARD,BRUNSWICK,,Georgia,31521,31.15237485,-81.48121358,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",538,0,No,,,,,Yes,GA1270000_6502,GW,WL,030702030203,Yes,,4,,-81.48121358,31.152374850000058
GA370004,1ORTH COOK CAMPUS,412 N ROBINSON ST,LENOX,,Georgia,31637,31.27794745,-83.46623604,Geocode,StreetAddress,0,5,0,Closed UST(s),"Developed, Open Space",88,20,No,,,,,No,,,,,No,,4,,-83.46623604,31.277947450000056
GA9063142,STANLEY SMITH RADIATOR,3805 DARIAN HWY,BRUNSWICK,,Georgia,31525,31.20364069,-81.46754315,Geocode,PointAddress,0,4,0,Closed UST(s),"Developed, Medium Intensity",460,28,No,,,,,No,,,,,No,,4,,-81.46754315,31.203640690000043
GA9047210,CUMMINS SOUTH INC,1915 W OAKRIDGE DRIVE,ALBANY,,Georgia,31707,31.54909352,-84.216204,Geocode,PointAddress,0,1,0,Closed UST(s),Non-Developed,26,3,No,,,,,Yes,GA0950000_5916,GW,WL,031300080302,No,,4,,-84.216204,31.549093520000042
GA9037004,LENOX ELEMENTARY SCHOOL,412 NORTH ROBINSON ST,LENOX,,Georgia,31637,31.27794745,-83.46623604,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Open Space",88,20,No,,,,,No,,,,,No,,4,,-83.46623604,31.277947450000056
GA630198,BST/R2257,800 G ST,BRUNSWICK,,Georgia,31520,31.15248515,-81.49350302,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Open Space",1040,0,No,,,,,No,,,,,No,,4,,-81.49350302,31.152485150000075
GA9047043,MAHARAJ ONE STOP,1404 WEST OAKRIDGE DR,ALBANY,,Georgia,31707,31.54910148,-84.18895969,Geocode,PointAddress,2,0,1,Open UST(s),Non-Developed,160,9,No,,,,,Yes,GA0950000_5891,GW,WL,031300080102,No,,4,,-84.18895969,31.549101480000047
GA9063072,CIRCLE K #2705376,5534 COMMUNITY RD,BRUNSWICK,,Georgia,31520,31.20380848,-81.50830304,Geocode,StreetAddress,4,0,0,Open UST(s),"Developed, High Intensity",363,100,No,,,,,Yes,GA1270090_6585,GW,WL,030702030201,No,,4,,-81.50830304,31.203808480000077
GA9049032,RIVERSIDE BAIT & TACKLE,3946 LOWER RIVER RD,BLAKELY,,Georgia,39823,31.28001821,-85.09650845,Geocode,PointAddress,3,0,2,Open UST(s),"Developed, Medium Intensity",19,7,No,,,,,No,,,,,No,,4,,-85.09650845,31.280018210000037
GA9035036,COUNTRY CORNER,1221 HWY 133 SOUTH,MOULTRIE,,Georgia,31776,31.1526942,-83.73439626,Geocode,StreetAddress,4,0,0,Open UST(s),"Developed, Low Intensity",172,40,No,,,,,Yes,GA0710082_5457,GW,WL,031102030503,No,,4,,-83.73439626,31.15269420000004
GA470322,DAVID I PETERSON INC,1621 OAKRIDGE DR,ALBANY,,Georgia,31706,31.54910244,-84.20145933,Geocode,PointAddress,4,0,0,Open UST(s),"Developed, Medium Intensity",177,9,No,,,,,Yes,GA0950000_5916,GW,WL,031300080302,No,,4,,-84.20145933,31.54910244000007
GA630136,#6,4341 NEW JESUP HWY,BRUNSWICK,,Georgia,31520,31.20385146,-81.50862217,Geocode,PointAddress,0,9,0,Closed UST(s),"Developed, High Intensity",391,108,No,,,,,Yes,GA1270090_6585,GW,WL,030702030201,No,,4,,-81.50862217,31.203851460000067
GA630043,FRIENDLY EXPRESS #54,2401 GLOUCESTER ST,BRUNSWICK,,Georgia,31520,31.15316483,-81.4802695,Geocode,PointAddress,3,0,0,Open UST(s),"Developed, Low Intensity",506,0,No,,,,,Yes,GA1270000_6502,GW,WL,030702030203,Yes,,4,,-81.4802695,31.153164830000037
GA4040004,MCCONNELLS TEXACO,41849 GA HWY 91,NEWTON,,Georgia,31770,31.28399828,-84.36723198,Geocode,StreetName,5,0,0,Open UST(s),,,,,,,,,,,,,,,,4,,-84.36723198,31.28399828000005
GA73,G.W. LEWIS ACOUSTICAL PLASTERING,2319 KNIGHT AVE,WAYCROSS,,Georgia,31501,31.2038927,-82.32257574,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",80,23,No,,,,,Yes,GA2990001_9861,GW,WL,030702010705,No,,4,,-82.32257574,31.20389270000004
GA9047061,TRICO EQUIPMENT CO,1819 WEST OAKRIDGE DR,ALBANY,,Georgia,31707,31.54910745,-84.212622,Geocode,PointAddress,0,2,0,Closed UST(s),"Developed, Medium Intensity",50,2,No,,,,,Yes,GA0950000_5916,GW,WL,031300080302,No,,4,,-84.212622,31.549107450000065
GA630226,RICH-SEA PAK CORP,AIRPORT RD,ST SIMONS ISLAND,,Georgia,31522,31.15331913,-81.38503752,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.38503752,31.153319130000057
GA630100,DOT 10508 GLYNN CO MAINT HQ,0 .7 MI W OF US 341 ON MCKENZIE D,STERLING,,Georgia,31520,31.20389701,-81.50866586,Geocode,StreetAddressExt,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.50866586,31.20389701000005
GA9047092,BOBS CANDIES CO,1315 WEST OAKRIDGE DR,ALBANY,,Georgia,31707,31.54913448,-84.18665984,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Medium Intensity",62,3,No,,,,,Yes,GA0950000_5891,GW,WL,031300080102,No,,4,,-84.18665984,31.549134480000077
GA9063040,GLYNN CO/PUBLIC WORKS DEPT,106 AIRPORT RD,SAINT SIMONS ISLAND,,Georgia,31522,31.15349144,-81.38507089,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",431,19,No,,,,,Yes,GA1270015_6525,GW,WL,030702030202,No,,4,,-81.38507089,31.15349144000004
GA472000,JUNE BUGS #2,2125 NEWTON RD,ALBANY,,Georgia,31701,31.54929322,-84.17457403,Geocode,PointAddress,5,0,0,Open UST(s),"Developed, Medium Intensity",321,21,No,,,,,Yes,GA0950000_5891,GW,WL,031300080102,No,,4,,-84.17457403,31.549293220000038
GA630229,FIVE TRANSPORTATION CO,5055 COMMUNITY RD,BRUNSWICK,,Georgia,31520,31.20395095,-81.50808329,Geocode,StreetAddress,0,3,0,Closed UST(s),"Developed, High Intensity",350,98,No,,,,,Yes,GA1270090_6585,GW,WL,030702030201,No,,4,,-81.50808329,31.203950950000035
GA9063033,GLYNN COUNTY DETENTION CENTER,1812 NEWCASTLE ST,BRUNSWICK,,Georgia,31520,31.15387224,-81.49705063,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Medium Intensity",774,0,No,,,,,No,,,,,No,,4,,-81.49705063,31.153872240000055
GA10000747,FORMER AMOCO STATION - SITE #2,73 -B CHULA BROOKFIELD RD,CHULA,,Georgia,31733,31.54946401,-83.53662513,Geocode,StreetAddress,0,4,0,Closed UST(s),Non-Developed,29,12,No,,,,,No,,,,,No,,4,,-83.53662513,31.549464010000065
GA10001591,FORMERS TERRYS COUNTRY MART,HIGHWAY 91 SOUTH,NEWTON,,Georgia,31770,31.28399828,-84.36723198,Geocode,StreetName,0,4,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.36723198,31.28399828000005
GA1480054,BIG RIVER OIL CO INC,1800 REYNOLDS ST,WAYCROSS,,Georgia,31501,31.20397213,-82.33516411,Geocode,StreetAddress,0,0,1,Open UST(s),"Developed, High Intensity",76,11,No,,,,,No,,,,,No,,4,,-82.33516411,31.203972130000068
GA350054,VEAL'S STOP & GO,1173 GA 133 SO,MOULTRIE,,Georgia,31768,31.15390696,-83.73523725,Geocode,PointAddress,0,2,0,Closed UST(s),Non-Developed,156,33,No,,,,,Yes,GA0710082_5457,GW,WL,031102030503,No,,4,,-83.73523725,31.15390696000003
GA10000748,FORMER RACECO - SITE #1,73 -A CHULA BROOKFIELD RD,CHULA,,Georgia,31733,31.54946401,-83.53662513,Geocode,StreetAddress,0,4,0,Closed UST(s),Non-Developed,29,12,No,,,,,No,,,,,No,,4,,-83.53662513,31.549464010000065
GA1480019,PEBBLE HILL GROCERY,5236 ALMA HWY,WAYCROSS,,Georgia,31501,31.29048974,-82.44737005,Geocode,StreetAddress,0,3,0,Closed UST(s),"Developed, Low Intensity",19,6,No,,,,,Yes,GA2990001_16273,GW,WL,030702010702,No,,4,,-82.44737005,31.290489740000055
GA630128,Vansh Corner,310 OLD JESUP HWY,BRUNSWICK,,Georgia,31520,31.20404788,-81.50578441,Geocode,PointAddress,0,4,0,Closed UST(s),"Developed, Low Intensity",224,68,No,,,,,No,,,,,No,,4,,-81.50578441,31.204047880000076
GA9063106,FUELPRO CARD SYSTEM,108 AIRPORT RD,ST SIMONS ISLAND,,Georgia,31522,31.1542273,-81.38551852,Geocode,StreetAddress,4,0,0,Open UST(s),"Developed, Medium Intensity",453,19,No,,,,,Yes,GA1270015_6525,GW,WL,030702030202,No,,4,,-81.38551852,31.15422730000006
GA9047046,FAF #111,825 S WESTOVER BLVD,ALBANY,,Georgia,31707,31.54955382,-84.22441204,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Medium Intensity",69,11,No,,,,,No,,,,,No,,4,,-84.22441204,31.54955382000003
GA630143,TRRI STATE TRACTOR CO,GREEN SWAMP RD.,BRUNSWICK,,Georgia,31520,31.29152311,-81.54948598,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.54948598,31.29152311000007
GA1480027,DAFFODIL PRESCHOOL CENTER,701 MORTON AVE,WAYCROSS,,Georgia,31501,31.20405386,-82.35219887,Geocode,PointAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",821,0,No,,,,,Yes,GA2990001_9861,GW,WL,030702010705,No,,4,,-82.35219887,31.204053860000045
GA630099,GA DOT 10563 RESIDENT ENG OFFICE,1 GLYNN AVE,BRUNSWICK,,Georgia,31520,31.15430909,-81.47963554,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",480,0,No,,,,,Yes,GA1270000_6502,GW,WL,030702030203,Yes,,4,,-81.47963554,31.154309090000027
GA9013025,BRANTELY CO ROAD DEPT,398 JOHN WILSON ST (WEST PALOMA DR),NAHUNTA,,Georgia,31553,31.204076,-81.9842918,Geocode,Postal,2,0,0,Open UST(s),,,,,,,,,,,,,,,,4,,-81.9842918,31.204076000000043
GA630186,RACETRAC SERVICE STATION #250,I-95 & US HWY 341,BRUNSWICK,,Georgia,31521,31.154418,-81.4972725,Geocode,StreetInt,0,4,0,Closed UST(s),"Developed, Low Intensity",798,0,No,,,,,No,,,,,No,,4,,-81.4972725,31.154418000000078
GA130024,OKEFENOKE EMC,US HWY 84 E,NAHUNTA,,Georgia,31553,31.204076,-81.9842918,Geocode,Postal,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.9842918,31.204076000000043
GA4130006,GA FC,US HWY 84 EAST,NAHUNTA,,Georgia,31553,31.204076,-81.9842918,Geocode,Postal,0,4,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.9842918,31.204076000000043
GA630160,GARY LEE'S MARKET,3636 HWY 82,BRUNSWICK,,Georgia,31525,31.15447793,-81.59084478,Geocode,PointAddress,0,3,0,Closed UST(s),"Developed, Low Intensity",119,45,No,,,,,No,,,,,No,,4,,-81.59084478,31.15447793000004
GA20018,MATHEWS SVC STA,US HWY 82 E,PEARSON,,Georgia,31642,31.2923193,-82.82050762,Geocode,StreetName,0,5,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.82050762,31.29231930000003
GA4130008,AT&T\NAHUNTA RADIO RELAY,ROCK RD  4.1 MI NW OF NAHUNTA,NAHUNTA,,Georgia,31553,31.204076,-81.9842918,Geocode,Postal,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.9842918,31.204076000000043
GA630214,ONE STOP #63,1906 /1900 NEWCASTLE ST,BRUNSWICK,,Georgia,31520,31.15449251,-81.49723713,Geocode,StreetAddress,0,4,0,Closed UST(s),"Developed, Low Intensity",806,0,No,,,,,No,,,,,No,,4,,-81.49723713,31.15449251000007
GA4020003,CITY SVC STA,US HWY 82 E,PEARSON,,Georgia,31642,31.2923193,-82.82050762,Geocode,StreetName,0,5,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.82050762,31.29231930000003
GA4130009,BRANTLEY TELEPHONE CO INC,US HWY 84,NAHUNTA,,Georgia,31553,31.204076,-81.9842918,Geocode,Postal,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.9842918,31.204076000000043
GA630180,GOLDEN ISLES AVIATION,119 AIRPORT ROAD,ST SIMONS ISLAND,,Georgia,31522,31.15529337,-81.38610837,Geocode,StreetAddress,3,5,0,Open UST(s),"Developed, Medium Intensity",467,18,No,,,,,Yes,GA1270015_6525,GW,WL,030702030202,No,,4,,-81.38610837,31.155293370000038
GA9002004,ENDP-N-SAW\GA PACIFIC/PEARSON WO,HWY 82 E,PEARSON,,Georgia,31642,31.2923193,-82.82050762,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.82050762,31.29231930000003
GA9013006,CITY OF NAHUNTA,PO BOX 156,NAHUNTA,,Georgia,31553,31.204076,-81.9842918,Geocode,Postal,0,5,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.9842918,31.204076000000043
GA9063147,MALCOLM B MCKINNON AIRPORT,119 AIRPORT DRIVE,ST SIMONS ISLAND,,Georgia,31522,31.15529337,-81.38610837,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Medium Intensity",467,18,No,,,,,Yes,GA1270015_6525,GW,WL,030702030202,No,,4,,-81.38610837,31.155293370000038
GA20017,MATHEWS SERVICE STA,US HWY 441,PEARSON,,Georgia,31642,31.29349037,-82.85365719,Geocode,StreetName,0,4,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.85365719,31.29349037000003
GA10001768,GLYNCO NAS,119 AIRPORT ROAD,ST SIMONS ISLAND,,Georgia,31522,31.15529337,-81.38610837,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",467,18,No,,,,,Yes,GA1270015_6525,GW,WL,030702030202,No,,4,,-81.38610837,31.155293370000038
GA4020014,441 GULF-MCGOVERN'S BP,US HWY 441,PEARSON,,Georgia,31642,31.29349037,-82.85365719,Geocode,StreetName,0,5,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.85365719,31.29349037000003
GA9013011,GA DOT 10531 BRANTLEY CO ROUTINE,US HWY 84,NAHUNTA,,Georgia,31553,31.204076,-81.9842918,Geocode,Postal,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.9842918,31.204076000000043
GA370009,GA FC,I-75 2 MI SOUTH OF ADEL,ADEL,,Georgia,31620,31.15535478,-83.54339651,Geocode,StreetAddress,0,4,0,Closed UST(s),Non-Developed,13,4,No,,,,,Yes,GA0750043_5555,GW,WL,031102040405,Yes,,4,,-83.54339651,31.15535478000004
GA9002007,AT&T PEARSON RADIO RELAY STATION,OFF GA HWY 135 SOUTH OF DOUGLAS,PEARSON,,Georgia,31642,31.29451666,-82.85496531,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",252,34,No,,,,,No,,,,,No,,4,,-82.85496531,31.294516660000056
GA630117,BRUNSWEIC [D [D [DICK RADIO TOWE,251 NEW JESSUP RD,BRUNSWICK,,Georgia,31520,31.20411301,-81.50875088,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, High Intensity",401,112,No,,,,,Yes,GA1270029_6548,GW,WL,030702030201,No,,4,,-81.50875088,31.20411301000007
